name,url,ingredients
Quarantine Order,https://www.diffordsguide.com/cocktails/recipe/6828/quarantine-order,"['Aged Jamaican rum', 'Light gold rum 1-3yo', 'Pink grapefruit juice', 'Lime juice', 'Cinnamon syrup', 'Passion fruit syrup', 'Sugar syrup (2:1)', 'Aromatic bitters']"
Dragon Punch,https://www.diffordsguide.com/cocktails/recipe/6829/dragon-punch,"['Mezcal', 'Chartreuse Yellow', 'Lime juice', 'Orgeat syrup', 'Hot pepper sauce']"
Sherry Valance,https://www.diffordsguide.com/cocktails/recipe/6830/sherry-valance,"['Manzanilla sherry', 'Armagnac brandy', 'Orgeat syrup', 'Lemon juice', 'Orange juice', 'Creole bitters']"
L'Ultima Parola (by David Wondrich),https://www.diffordsguide.com/cocktails/recipe/6849/lultima-parola-by-david-wondrich,"['Gin', 'Strega liqueur', 'Maraschino liqueur', 'Lime juice']"
Gustings' Grasshopper,https://www.diffordsguide.com/cocktails/recipe/6850/gustings-grasshopper,"['Cognac (brandy)', 'Green crème de menthe', 'White crème de cacao', 'Cream']"
Dominicana,https://www.diffordsguide.com/cocktails/recipe/6856/dominicana,"['Aged rum (6-10yr)', 'Coffee liqueur', 'Heavy/double cream']"
Five-Three-Five,https://www.diffordsguide.com/cocktails/recipe/7201/five-three-five,"['Gin', 'Gentian liqueur', 'Green melon liqueur', 'Americano bianco', 'Dry vermouth']"
It's All Greek To Me,https://www.diffordsguide.com/cocktails/recipe/7226/its-all-greek-to-me,"['Tsipouro', 'Mastiha liqueur', 'Lemon juice', 'Sugar syrup (2:1)']"
Lefkó Martini,https://www.diffordsguide.com/cocktails/recipe/7227/lefko-martini,"['Tsipouro', 'Sauvignon blanc wine', 'Honey syrup (3:1)']"
Comte de Sureau,https://www.diffordsguide.com/cocktails/recipe/7257/comte-de-sureau,"['Gin', 'Elderflower liqueur', 'Red bitter liqueur']"
Night Cap (Sloppy Joe's 1935),https://www.diffordsguide.com/cocktails/recipe/7296/night-cap-sloppy-joes-1935,"['Cognac (brandy)', 'Gin', 'White crème de cacao', 'Lime juice', 'Sugar syrup (2:1)', 'Saline solution 4:1']"
The Conference,https://www.diffordsguide.com/cocktails/recipe/7414/the-conference,"['Bourbon whiskey', 'Rye whiskey 50% abv', 'Calvados apple brandy', 'Cognac (brandy)', 'Brown sugar syrup', 'Aromatic bitters', 'Xocolatl mole bitters']"
Hey Sugar,https://www.diffordsguide.com/cocktails/recipe/7449/hey-sugar,"['Sugar cube', 'Margarita Bitters', 'Elderflower liqueur', 'Brut sparkling wine']"
Make It Count,https://www.diffordsguide.com/cocktails/recipe/7459/make-it-count,"['Red bitter liqueur', 'Blood orange juice', 'Honey syrup (3:1)', 'Soda (club soda) water']"
Naramata,https://www.diffordsguide.com/cocktails/recipe/7541/naramata,"['Cognac (brandy)', 'Bianco/blanc/blanco vermouth', 'Pommeau du Normandie', 'Peach bitters', 'Aromatic bitters']"
Commander in Chief,https://www.diffordsguide.com/cocktails/recipe/7542/commander-in-chief,"['Pot still whiskey', 'Pommeau du Normandie', 'Apricot liqueur', 'Verjuice', 'Passion fruit syrup', 'Aromatic bitters']"
Shamrock Sour Cocktail,https://www.diffordsguide.com/cocktails/recipe/7543/shamrock-sour-cocktail,"['Irish whiskey', 'Lemon juice', 'Lime juice', 'Sugar syrup (2:1)', 'Green food colour gel']"
Rosé 75,https://www.diffordsguide.com/cocktails/recipe/7545/rose-75,"['Gin', 'Raspberry syrup', 'Lemon juice', 'Rosé champagne']"
Vanity,https://www.diffordsguide.com/cocktails/recipe/7606/vanity,"['Speyside single malt', 'Pommeau du Normandie', 'Lemon juice', 'Sugar syrup (2:1)', 'Egg white (pasteurised)', 'Cranberries (fresh)']"
Scotch Adonis,https://www.diffordsguide.com/cocktails/recipe/7608/scotch-adonis,"['Vatted malt whisky', 'Oloroso sherry', 'Rosso/sweet vermouth', 'Orange bitters', 'Chilled water']"
Salome,https://www.diffordsguide.com/cocktails/recipe/7611/salome,"['Gin', 'Rouge aromatised wine', 'Dry vermouth', 'Plum bitters']"
Mexican Jumping Bean,https://www.diffordsguide.com/cocktails/recipe/7683/mexican-jumping-bean,"['Reposado tequila', 'Espresso coffee (hot)', 'Agave syrup']"
Cardamom Daiquiri,https://www.diffordsguide.com/cocktails/recipe/7703/cardamom-daiquiri,"['Green cardamom pods', 'Light white rum', 'Lime juice', 'Sugar syrup (2:1)', 'Cardamom bitters', 'Chilled water']"
Pied-à-terre,https://www.diffordsguide.com/cocktails/recipe/7704/pied-a-terre,"['Cognac (brandy)', 'German amaro', 'Aromatized wine', 'Creole bitters']"
Efficacious,https://www.diffordsguide.com/cocktails/recipe/7707/efficacious,"['Gin', 'Ferro China', 'Rosso/sweet vermouth', 'Chartreuse Green', 'White crème de menthe', 'Aromatic bitters', 'Tonic water']"
Corn-on-the-Cob,https://www.diffordsguide.com/cocktails/recipe/7708/corn-on-the-cob,"['Mexican corn whisky', 'Corn/maize liqueur', 'Americano bianco', 'Coriander bitters', 'Saline solution 4:1']"
Bali Rum Trader,https://www.diffordsguide.com/cocktails/recipe/7711/bali-rum-trader,"['Light gold rum 1-3yo', 'Green banana liqueur', 'Pineapple juice']"
Elderflower Champagne Cocktail,https://www.diffordsguide.com/cocktails/recipe/7808/elderflower-champagne-cocktail,"['Gin', 'Elderflower liqueur', 'Lemon juice', 'Brut sparkling wine']"
Rosalia Margarita,https://www.diffordsguide.com/cocktails/recipe/7829/rosalia-margarita,"['Blanco tequila', 'Red bitter liqueur', 'Lemon juice', 'Rose sugar syrup']"
On the Med,https://www.diffordsguide.com/cocktails/recipe/7868/on-the-med,"['Gin', 'Rosolio Bergamotto', 'Mediterranean tonic']"
Frisky Whiskey Highball,https://www.diffordsguide.com/cocktails/recipe/7870/frisky-whiskey-highball,"['Irish whiskey', 'Honey liqueur', 'Orange juice', 'Sugar syrup (2:1)', 'Aromatic bitters', 'Orange flavoured soda water']"
Emerald Manhattan,https://www.diffordsguide.com/cocktails/recipe/7871/emerald-manhattan,"['Irish whiskey', 'Rosso/sweet vermouth', 'Green crème de menthe', 'Mint bitters']"
Gaelic Flip,https://www.diffordsguide.com/cocktails/recipe/7882/gaelic-flip,"['Pot still whiskey', 'Rosso/sweet vermouth', 'Pimento dram', 'Sugar syrup (2:1)', 'Egg (white & yolk)']"
Irish Buck,https://www.diffordsguide.com/cocktails/recipe/7883/irish-buck,"['Irish whiskey', 'Lime juice', 'Ginger ale']"
The Original Margarita,https://www.diffordsguide.com/cocktails/recipe/7884/the-original-margarita,"['Cointreau/Triple sec', 'Blanco tequila', 'Lime juice']"
Lone Oak,https://www.diffordsguide.com/cocktails/recipe/7885/lone-oak,"['Irish whiskey', 'Chartreuse Green', 'Lemon juice', 'Pistachio syrup', 'Orinoco bitters', 'Curry leaf']"
Spritz Le Fizz,https://www.diffordsguide.com/cocktails/recipe/7953/spritz-le-fizz,"['Sauvignon blanc wine', 'Cointreau/Triple sec', 'Soda (club soda) water']"
Espress Ya'self,https://www.diffordsguide.com/cocktails/recipe/7964/espress-yaself,"['Blanco tequila', 'Coffee liqueur', 'Mezcal', 'Espresso coffee (hot)', 'Agave syrup', 'Vanilla extract', 'Xocolatl mole bitters', 'Chili tincture']"
Occasion,https://www.diffordsguide.com/cocktails/recipe/8164/occasion,"['Aged rum (6-10yr)', 'Tawny port', 'Coffee liqueur']"
Damn The Bloody Weather,https://www.diffordsguide.com/cocktails/recipe/8166/damn-the-bloody-weather,"['Gin', 'Orange Curaçao', 'Rosso/sweet vermouth', 'Blood orange juice', 'Orange bitters']"
Green Puritan,https://www.diffordsguide.com/cocktails/recipe/8167/green-puritan,"['Gin', 'Dry vermouth', 'Chartreuse Green', 'Orange bitters', 'Chilled water']"
Big Boss,https://www.diffordsguide.com/cocktails/recipe/8242/big-boss,"['Rye whiskey 50% abv', 'Amaretto liqueur', 'Vanilla bitters']"
Lovely Pear of Coconuts,https://www.diffordsguide.com/cocktails/recipe/8360/lovely-pear-of-coconuts,"['Light white rum', 'Pear liqueur', 'Coconut rum liqueur', 'Coconut water']"
Ronan Collins,https://www.diffordsguide.com/cocktails/recipe/8395/ronan-collins,"['Irish whiskey', 'Lemon juice', 'Sugar syrup (2:1)', 'Soda (club soda) water']"
Summa Peto,https://www.diffordsguide.com/cocktails/recipe/8405/summa-peto,"['Sake', 'Light white rum', 'Fino sherry', 'Pear liqueur']"
Flor de Jerez,https://www.diffordsguide.com/cocktails/recipe/8406/flor-de-jerez,"['Amontillado sherry', 'Aged Jamaican rum', 'Apricot liqueur', 'Lemon juice', 'Sugar syrup (2:1)', 'Aromatic bitters']"
Short Rib,https://www.diffordsguide.com/cocktails/recipe/8407/short-rib,"['Blanco tequila', 'Lime juice', 'Sugar syrup (2:1)', 'Pomegranate molasses', 'Hot pepper sauce']"
Mrs Daisy Robinson,https://www.diffordsguide.com/cocktails/recipe/8453/mrs-daisy-robinson,"['Pisco', 'Pineapple syrup', 'Pink grapefruit juice', 'Lime juice', 'Creole bitters', 'Prosecco']"
Speyside Single Malt Old Fashioned,https://www.diffordsguide.com/cocktails/recipe/8502/speyside-single-malt-old-fashioned,"['Speyside single malt', 'Sugar syrup (2:1)', 'Aromatic bitters']"
The Bluff,https://www.diffordsguide.com/cocktails/recipe/8503/the-bluff,"['Old Tom gin', 'Calvados apple brandy', 'Gentian liqueur', 'Falernum liqueur']"
Santa Maria (by Dani Umoette),https://www.diffordsguide.com/cocktails/recipe/8507/santa-maria-by-dani-umoette,"['Mezcal', 'Amaretto liqueur', 'Cynar/carciofo amaro', 'Banana liqueur']"
Orchard Keeper,https://www.diffordsguide.com/cocktails/recipe/8612/orchard-keeper,"['Calvados apple brandy', 'Bianco/blanc/blanco vermouth', 'Honey syrup (3:1)']"
Sugar My Plums,https://www.diffordsguide.com/cocktails/recipe/8613/sugar-my-plums,"['Sake', 'Mirabelle eau-de-vie', 'Umeshu plum sake', 'Plum bitters']"
Rum & Rye Sour,https://www.diffordsguide.com/cocktails/recipe/8710/rum-and-rye-sour,"['Aged rum (6-10yr)', 'Rye whiskey 50% abv', 'Tawny port', 'Lemon juice', 'Sugar syrup (2:1)', 'Aromatic bitters', 'Egg white (pasteurised)']"
The Last Wall Highball,https://www.diffordsguide.com/cocktails/recipe/8711/the-last-wall-highball,"['Mezcal', 'Chartreuse Yellow', 'Maraschino liqueur', 'Lime juice', 'Soda (club soda) water']"
Parisian Blonde,https://www.diffordsguide.com/cocktails/recipe/8712/parisian-blonde,"['Aged Jamaican rum', 'Orange Curaçao', 'Cream', 'Sugar syrup (2:1)']"
Devil Smoked Margarita,https://www.diffordsguide.com/cocktails/recipe/8713/devil-smoked-margarita,"['Mezcal', 'Lime juice', 'Sugar syrup (2:1)', 'Claret wine']"
Rosina Ferrario  No. 203,https://www.diffordsguide.com/cocktails/recipe/8744/rosina-ferrario-no-203,"['Grappa', 'Maraschino liqueur', 'Crème de violette', 'Lemon juice']"
Spicy Manhattan,https://www.diffordsguide.com/cocktails/recipe/8745/spicy-manhattan,"['Rye whiskey 50% abv', 'Rosso/sweet vermouth', 'Chili liqueur', ""Boker's bitters""]"
Brasil,https://www.diffordsguide.com/cocktails/recipe/8746/brasil,"['Cachaça', 'Chartreuse Yellow', 'Lemon juice', 'Sugar syrup (2:1)']"
Number 10,https://www.diffordsguide.com/cocktails/recipe/8760/number-10,"['Tsipouro', 'Sugar syrup (2:1)', 'Lime juice', 'Sour apple liqueur', 'Celery bitters', 'Prosecco']"
Parthenon Old-Fashioned,https://www.diffordsguide.com/cocktails/recipe/8772/parthenon-old-fashioned,"['Tsipouro', 'Navy rum (ideally 54.5% alc./vol.)', 'Vanilla sugar', 'Aromatic bitters']"
Ether,https://www.diffordsguide.com/cocktails/recipe/8773/ether,"['Tsipouro', 'Cointreau/Triple sec', 'Chartreuse Green', 'Pineapple juice', 'Lime juice', 'Sugar syrup (2:1)']"
White Grape,https://www.diffordsguide.com/cocktails/recipe/8774/white-grape,"['Tsipouro', 'Americano bianco', 'Gentian liqueur']"
Silenus,https://www.diffordsguide.com/cocktails/recipe/8775/silenus,"['Tsipouro', 'Riesling wine', 'Honey syrup (3:1)', 'Soy sauce']"
Kroton Cup,https://www.diffordsguide.com/cocktails/recipe/8776/kroton-cup,"['Tsipouro', 'Shiraz red wine', 'Sugar syrup (2:1)', 'Cointreau/Triple sec', 'Maraschino liqueur', 'Creole bitters']"
Greek Vacation,https://www.diffordsguide.com/cocktails/recipe/8777/greek-vacation,"['Tsipouro', 'Dry vermouth', 'Cointreau/Triple sec', 'Honey syrup (3:1)', 'Lemon juice']"
Around The World,https://www.diffordsguide.com/cocktails/recipe/8778/around-the-world,"['Tsipouro', 'Agricole rhum', 'Pineapple juice', 'Falernum liqueur', 'Lime juice', 'Aromatic bitters']"
Sid and Nancy,https://www.diffordsguide.com/cocktails/recipe/8779/sid-and-nancy,"['Tsipouro', 'Pineapple juice', 'Lime juice', 'Banana liqueur', 'Dark crème de cacao']"
Red Echo,https://www.diffordsguide.com/cocktails/recipe/8780/red-echo,"['Tsipouro', 'Manzanilla sherry', 'Falernum liqueur', 'Creole bitters', 'Saline solution 4:1']"
Yale Fence,https://www.diffordsguide.com/cocktails/recipe/9076/yale-fence,"['Calvados apple brandy', 'Gin', 'Rosso/sweet vermouth']"
Cannonball,https://www.diffordsguide.com/cocktails/recipe/9140/cannonball,"['Mezcal', 'Apricot liqueur', 'Lime juice', 'Pineapple juice', 'Aromatic bitters']"
Rye Boulevardier,https://www.diffordsguide.com/cocktails/recipe/9141/rye-boulevardier,"['Rye whiskey 50% abv', 'Red bitter liqueur', 'Rosso/sweet vermouth']"
Añogo,https://www.diffordsguide.com/cocktails/recipe/9142/anogo,"['Añejo tequila', 'Amontillado sherry', 'Advocaat liqueur']"
L'agreste,https://www.diffordsguide.com/cocktails/recipe/9208/lagreste,"['Grappa', 'Lime juice', 'Honey syrup (3:1)']"
Weather Up,https://www.diffordsguide.com/cocktails/recipe/9209/weather-up,"['Aged grappa', 'Amaretto liqueur', 'Lemon juice', 'Brown sugar syrup']"
Strawberry Inn Grappa Sour,https://www.diffordsguide.com/cocktails/recipe/9210/strawberry-inn-grappa-sour,"['Aged grappa', 'Strawberry liqueur', 'Lemon juice']"
Pearl of Puebla,https://www.diffordsguide.com/cocktails/recipe/25000/pearl-of-puebla,"['Oregano (fresh)', 'Mezcal', 'Chartreuse Yellow', 'Pastis', 'Lime juice', 'Agave syrup']"
Poison Dart,https://www.diffordsguide.com/cocktails/recipe/9308/poison-dart,"['Bourbon whiskey', 'Lemon juice', 'Orgeat syrup', 'Cynar/carciofo amaro', 'Cinnamon syrup', 'Pimento dram', 'Orange bitters']"
Zara,https://www.diffordsguide.com/cocktails/recipe/9341/zara,"['Peated whisk(e)y', 'Maraschino liqueur', 'Absinthe', 'Aromatic bitters']"
Ernest + Rita,https://www.diffordsguide.com/cocktails/recipe/9418/ernest-rita,"['Blanco tequila', 'Elderflower liqueur', 'Pink grapefruit juice', 'Lime juice', 'Sugar syrup (2:1)']"
Sunset Park,https://www.diffordsguide.com/cocktails/recipe/9702/sunset-park,"['Rye whiskey 50% abv', 'Apricot liqueur', 'Dry vermouth', 'Aromatic bitters', 'Chilled water']"
Brooklyn Heights,https://www.diffordsguide.com/cocktails/recipe/9703/brooklyn-heights,"['Red bitter liqueur', 'Rye whiskey 50% abv', 'Maraschino liqueur', 'Dry vermouth', 'Meletti amaro', 'Orange bitters']"
High Noon,https://www.diffordsguide.com/cocktails/recipe/9712/high-noon,"['Habenero bourbon', 'Kirschwasser', 'Cherry brandy', 'Rosso/sweet vermouth', 'Aromatic bitters']"
Cowboy Derby,https://www.diffordsguide.com/cocktails/recipe/9714/cowboy-derby,"['Habenero bourbon', 'Pink grapefruit juice', 'Maple syrup']"
Gallnipper,https://www.diffordsguide.com/cocktails/recipe/9715/gallnipper,"['Habenero bourbon', 'Amaretto liqueur', 'Cream', 'Sugar syrup (2:1)']"
Outlaw,https://www.diffordsguide.com/cocktails/recipe/9716/outlaw,"['Habenero bourbon', 'Dry vermouth', 'Lemon juice', 'Cherry brandy', 'Sugar syrup (2:1)', 'Orange bitters']"
Four-flusher,https://www.diffordsguide.com/cocktails/recipe/9717/four-flusher,"['Habenero bourbon', 'Orange-red aperitivo', 'Amaro', 'Lemon juice']"
Crowbar Hotel,https://www.diffordsguide.com/cocktails/recipe/9718/crowbar-hotel,"['Habenero bourbon', 'Elderflower liqueur', 'Pink grapefruit juice']"
Gospel Sharp,https://www.diffordsguide.com/cocktails/recipe/9720/gospel-sharp,"['Habenero bourbon', 'Chartreuse Green', 'Maraschino liqueur', 'Lime juice', 'Saline solution 4:1']"
Juschu,https://www.diffordsguide.com/cocktails/recipe/9725/juschu,"['Blanco tequila', 'Lime juice', 'Honey syrup (3:1)', 'Aromatic bitters', 'Chilled water']"
Allegheny,https://www.diffordsguide.com/cocktails/recipe/9728/allegheny,"['Bourbon whiskey', 'Dry vermouth', 'Bianco/blanc/blanco vermouth', 'Blackberry liqueur', 'Lemon juice', 'Aromatic bitters']"
Matador,https://www.diffordsguide.com/cocktails/recipe/9729/matador,"['Reposado tequila', 'Orange Curaçao', 'Dry vermouth', 'Mezcal']"
Luigi,https://www.diffordsguide.com/cocktails/recipe/9731/luigi,"['Gin', 'Dry vermouth', 'Mandarin liqueur', 'Grenadine syrup', 'Tangerine/Mandarin', 'Sugar syrup (2:1)']"
Yellow Jacket (Gin-based),https://www.diffordsguide.com/cocktails/recipe/9781/yellow-jacket-gin-based,"['Gin', 'Chartreuse Yellow', 'Lemon juice', 'Honey syrup (3:1)']"
Queen Martini,https://www.diffordsguide.com/cocktails/recipe/9777/queen-martini,"['Gin', 'Dry vermouth', 'Rosso/sweet vermouth', 'Orange bitters']"
Mr Burns,https://www.diffordsguide.com/cocktails/recipe/9783/mr-burns,"['Speyside single malt', 'Rosso/sweet vermouth', 'Bénédictine D.O.M.', 'Creole bitters', 'Absinthe', 'Chilled water']"
Tia Mia,https://www.diffordsguide.com/cocktails/recipe/9786/tia-mia,"['Mezcal', 'Aged rum (6-10yr)', 'Lime juice', 'Orgeat syrup', 'Sugar syrup (2:1)', 'Orange Curaçao']"
Viking Gimlet,https://www.diffordsguide.com/cocktails/recipe/9788/viking-gimlet,"['Gin', 'Akvavit / Aquavit', 'Lime cordial', 'Swedish Punsch', 'Sugar syrup (2:1)', 'Lime juice', 'Lemon juice']"
Top Banana,https://www.diffordsguide.com/cocktails/recipe/9890/top-banana,"['Light gold rum 1-3yo', 'Banana liqueur', 'Oloroso sherry', 'Falernum liqueur', 'White crème de cacao', 'Orange bitters', 'Cardamom bitters', 'Chocolate bitters']"
Mission Bell,https://www.diffordsguide.com/cocktails/recipe/9894/mission-bell,"['Mezcal', 'Americano rosso', 'Pamplemousse liqueur', 'Cranberry juice', 'Honey syrup (3:1)', 'Margarita Bitters']"
Smoke & Mirrors (mezcal-based),https://www.diffordsguide.com/cocktails/recipe/9895/smoke-and-mirrors-mezcal-based,"['Mezcal', 'Orange Curaçao', 'Chili liqueur', 'Ginger liqueur', 'Pineapple juice', 'Lime juice', 'Egg white (pasteurised)']"
Tunnel Negroni,https://www.diffordsguide.com/cocktails/recipe/9897/tunnel-negroni,"['Gin', 'Dry vermouth', 'Meletti amaro', 'Red bitter liqueur']"
S 'n' Emm,https://www.diffordsguide.com/cocktails/recipe/9898/s-n-emm,"['Americano rosso', 'Mezcal', 'Amaro']"
Anonymous (But Assertive) Sour,https://www.diffordsguide.com/cocktails/recipe/9899/anonymous-but-assertive-sour,"['Habenero bourbon', 'Mexican corn whisky', 'Fino sherry', 'Lemon juice', 'Chili liqueur', 'Sugar syrup (2:1)', 'Egg white (pasteurised)']"
Mezcal Martini,https://www.diffordsguide.com/cocktails/recipe/9900/mezcal-martini,"['Mezcal', 'Dry vermouth', 'Margarita Bitters']"
Dunlop Cocktail,https://www.diffordsguide.com/cocktails/recipe/9901/dunlop-cocktail,"['Aged rum (6-10yr)', 'Amontillado sherry', 'Aromatic bitters']"
Ice in the Hat,https://www.diffordsguide.com/cocktails/recipe/9981/ice-in-the-hat,"['Gin', 'Becherovka liqueur', 'Bianco/blanc/blanco vermouth', 'White crème de menthe']"
Topgallant,https://www.diffordsguide.com/cocktails/recipe/9982/topgallant,"['Gin', 'Rosso/sweet vermouth', 'Strega liqueur', 'Aromatic bitters']"
Fleur Naturel,https://www.diffordsguide.com/cocktails/recipe/9984/fleur-naturel,"['Calvados apple brandy', 'Bianco/blanc/blanco vermouth', 'Brut sparkling wine', 'Sparkling water']"
Pineapple Express,https://www.diffordsguide.com/cocktails/recipe/9985/pineapple-express,"['Pineapple rum', 'Agricole rhum', 'Lime juice', 'Sugar syrup (2:1)']"
Ruby Manhattan,https://www.diffordsguide.com/cocktails/recipe/9990/ruby-manhattan,"['Rye whiskey 50% abv', 'Tawny port', 'Apricot liqueur', 'Creole bitters']"
Walnut Manhattan,https://www.diffordsguide.com/cocktails/recipe/9992/walnut-manhattan,"['Bourbon whiskey', 'Rosso/sweet vermouth', 'Walnut liqueur', 'Aromatic bitters']"
Wogan,https://www.diffordsguide.com/cocktails/recipe/9996/wogan,"['Irish whiskey', 'Apricot liqueur', 'Sugar syrup (2:1)', 'Lime juice', 'Saline solution 4:1', 'Chilled water']"
Taoiseach,https://www.diffordsguide.com/cocktails/recipe/9997/taoiseach,"['Irish whiskey', 'Cointreau/Triple sec', 'Rosso/sweet vermouth', 'Grenadine syrup', 'Aromatic bitters', 'Orange bitters', 'Chilled water']"
Colonel Ward,https://www.diffordsguide.com/cocktails/recipe/10025/colonel-ward,"['White overproof rum', 'Apricot liqueur', 'Orange juice', 'Lemon juice', 'Fernet liqueur']"
Raimbaut,https://www.diffordsguide.com/cocktails/recipe/10026/raimbaut,"['Gin', 'Orange Curaçao', 'Aromatized wine']"
Fake I.D.,https://www.diffordsguide.com/cocktails/recipe/10027/fake-id,"['Dark/black rum', 'Cynar/carciofo amaro', 'Cinnamon syrup']"
Chip Err O,https://www.diffordsguide.com/cocktails/recipe/10028/chip-err-o,"['Tsipouro', 'Sauvignon blanc wine', 'Sugar syrup (2:1)', 'Soda (club soda) water']"
Demosthenes Club,https://www.diffordsguide.com/cocktails/recipe/10029/demosthenes-club,"['Cognac (brandy)', 'Rouge aromatised wine', 'Rose petal liqueur', 'Creole bitters']"
Slow & Unsteady,https://www.diffordsguide.com/cocktails/recipe/10031/slow-and-unsteady,"['Gin', 'Chartreuse Yellow', 'Lemon juice', 'Sugar syrup (2:1)', 'Basil leaves', 'Egg white (pasteurised)']"
Expense Account,https://www.diffordsguide.com/cocktails/recipe/10032/expense-account,"['Aged rum (6-10yr)', 'Dark/black rum', 'Calvados apple brandy', 'Bénédictine D.O.M.', 'Maple syrup', 'Chilled water', 'Absinthe', 'Orange bitters']"
Ranch Water,https://www.diffordsguide.com/cocktails/recipe/10034/ranch-water,"['Blanco tequila', 'Lime juice', 'Cointreau/Triple sec', 'Agave syrup', 'Saline solution 4:1', 'Soda (club soda) water']"
Nuka Nuka,https://www.diffordsguide.com/cocktails/recipe/10036/nuka-nuka,"['Aged rum (6-10yr)', 'Pineapple juice', 'Lemon juice', 'Orgeat syrup', 'Creole bitters', 'Saline solution 4:1', 'Egg white (pasteurised)']"
Doubloon,https://www.diffordsguide.com/cocktails/recipe/10037/doubloon,"['Cream sherry', 'Jamaican OP aged rum', 'Amaro']"
Spicy Smoky Margarita,https://www.diffordsguide.com/cocktails/recipe/10059/spicy-smoky-margarita,"['Mezcal', 'Cointreau/Triple sec', 'Chili liqueur', 'Lime juice', 'Agave syrup']"
Big Mac,https://www.diffordsguide.com/cocktails/recipe/10061/big-mac,"['Speyside single malt', 'Ginger wine', 'Ginger ale']"
Blackthorn No. 2 (Homeboy's),https://www.diffordsguide.com/cocktails/recipe/10062/blackthorn-no-2-homeboys,"['Irish whiskey', 'Tawny port', 'Brown sugar syrup', 'Absinthe', 'Aromatic bitters']"
Poet's Martini,https://www.diffordsguide.com/cocktails/recipe/10386/poets-martini,"['Gin', 'Dry vermouth', 'Bénédictine D.O.M.']"
Greek Espresso Martini,https://www.diffordsguide.com/cocktails/recipe/10064/greek-espresso-martini,"['Tsipouro', 'Espresso coffee (hot)', 'Mastiha liqueur', 'Brown sugar syrup', 'Saline solution 4:1']"
Pizzicato Passage,https://www.diffordsguide.com/cocktails/recipe/10133/pizzicato-passage,"['Amontillado sherry', 'Meletti amaro', 'Gin', 'Chili liqueur', 'Chocolate bitters']"
Banana Stand,https://www.diffordsguide.com/cocktails/recipe/10136/banana-stand,"['Speyside single malt', 'Lemon juice', 'Banana liqueur', 'Peated whisk(e)y', 'Chartreuse Yellow', 'Cinnamon syrup', 'Pimento dram']"
German Vacation,https://www.diffordsguide.com/cocktails/recipe/10137/german-vacation,"['Aged rum (6-10yr)', 'German amaro', 'Ginger liqueur', 'Lemon juice', 'Orgeat syrup']"
Piña Verde,https://www.diffordsguide.com/cocktails/recipe/10138/pina-verde,"['Chartreuse Green', 'Pineapple juice', 'Cream of coconut', 'Lime juice']"
The Very Last Word,https://www.diffordsguide.com/cocktails/recipe/10310/the-very-last-word,"['Chartreuse Green', 'Maraschino liqueur', 'Lime juice', 'Oude genever', 'Gin', 'Blanco tequila', 'Mezcal', 'Lavender sugar syrup', 'Margarita Bitters', 'Chilled water']"
The Last Laugh,https://www.diffordsguide.com/cocktails/recipe/10313/the-last-laugh,"['Gin', 'Chartreuse Green', 'Maraschino liqueur', 'Lime juice', 'Cava']"
Grand Slam No.2,https://www.diffordsguide.com/cocktails/recipe/10314/grand-slam-no2,"['Light white rum', 'Grand Marnier', 'Lime juice', 'Lemon juice', 'Sugar syrup (2:1)', 'Grenadine syrup']"
Lavorato Secco,https://www.diffordsguide.com/cocktails/recipe/10325/lavorato-secco,"['Red bitter liqueur', 'Rabarbaro liqueur', 'Herboris Amaro Centerbe', 'Soda from siphon']"
Barribault,https://www.diffordsguide.com/cocktails/recipe/10341/barribault,"['Island single malt', 'Averna Amaro', 'Rosso/sweet vermouth', 'Aromatic bitters']"
Luck of the Irish,https://www.diffordsguide.com/cocktails/recipe/10362/luck-of-the-irish,"['Irish whiskey', 'Rosso/sweet vermouth', 'Chartreuse Green', 'Mint bitters']"
Azalea Margarita,https://www.diffordsguide.com/cocktails/recipe/10363/azalea-margarita,"['Blanco tequila', 'Cointreau/Triple sec', 'Pineapple juice', 'Lime juice', 'Grenadine syrup']"
All Jacked Up,https://www.diffordsguide.com/cocktails/recipe/10365/all-jacked-up,"['Mezcal', 'Rosso/sweet vermouth', 'Calvados apple brandy', 'Maraschino liqueur', 'Fernet liqueur']"
Norman Conquest,https://www.diffordsguide.com/cocktails/recipe/10366/norman-conquest,"['Calvados apple brandy', 'Bourbon whiskey', 'Rosso/sweet vermouth', 'Aromatic bitters']"
Storm King,https://www.diffordsguide.com/cocktails/recipe/10377/storm-king,"['Scotch whisky', 'Walnut liqueur', 'Bénédictine D.O.M.', 'Aromatic bitters']"
Whiskey Daisy No.3,https://www.diffordsguide.com/cocktails/recipe/10378/whiskey-daisy-no3,"['Bourbon whiskey', 'Rye whiskey 50% abv', 'Lemon juice', 'Sugar syrup (2:1)', 'Orgeat syrup', 'Soda (club soda) water']"
Banker's Lunch,https://www.diffordsguide.com/cocktails/recipe/10379/bankers-lunch,"['Vodka', 'Dry vermouth', 'Cointreau/Triple sec', 'Pink grapefruit juice']"
Dead Man's Handle,https://www.diffordsguide.com/cocktails/recipe/10380/dead-mans-handle,"['Blanco tequila', 'Orange-red aperitivo', 'Lime juice', 'Orgeat syrup']"
